[2, 2, 2, 11, 3, 3, 1, 1, 1, 10, 10, 10, 5, 5, 5][2, 11, 11, 11, 4, 3, 3, 1, 8, 8, 10, 10, 5, 9, 5][2, 11, 0, 4, 4, 4, 3, 1, 7, 8, 8, 8, 9, 9, 9][0, 0, 0, 0, 4, 7, 7, 7, 7, 6, 6, 6, 6, 6, 9]
[2, 2, 2, 11, 3, 3, 1, 1, 1, 8, 8, 8, 5, 5, 5][2, 11, 11, 11, 4, 3, 3, 1, 8, 8, 10, 10, 5, 9, 5][2, 11, 0, 4, 4, 4, 3, 1, 7, 10, 10, 10, 9, 9, 9][0, 0, 0, 0, 4, 7, 7, 7, 7, 6, 6, 6, 6, 6, 9]
[2, 2, 2, 11, 7, 7, 7, 7, 8, 3, 3, 1, 1, 1, 10][2, 11, 11, 11, 4, 5, 5, 7, 8, 9, 3, 3, 1, 10, 10][2, 11, 0, 4, 4, 4, 5, 8, 8, 9, 9, 3, 1, 10, 10][0, 0, 0, 0, 4, 5, 5, 8, 9, 9, 6, 6, 6, 6, 6]
[2, 2, 2, 11, 7, 7, 7, 7, 9, 3, 3, 1, 1, 1, 10][2, 11, 11, 11, 4, 5, 5, 7, 9, 9, 3, 3, 1, 10, 10][2, 11, 0, 4, 4, 4, 5, 9, 9, 8, 8, 3, 1, 10, 10][0, 0, 0, 0, 4, 5, 5, 8, 8, 8, 6, 6, 6, 6, 6]
[2, 2, 2, 11, 10, 10, 10, 1, 8, 8, 8, 9, 9, 7, 7][2, 11, 11, 11, 4, 10, 10, 1, 3, 3, 8, 8, 9, 9, 7][2, 11, 0, 4, 4, 4, 1, 1, 1, 3, 3, 5, 9, 5, 7][0, 0, 0, 0, 4, 6, 6, 6, 6, 6, 3, 5, 5, 5, 7]
[2, 2, 2, 11, 10, 10, 10, 1, 8, 8, 8, 9, 9, 5, 5][2, 11, 11, 11, 4, 10, 10, 1, 3, 3, 8, 8, 9, 9, 5][2, 11, 0, 4, 4, 4, 1, 1, 1, 3, 3, 7, 9, 5, 5][0, 0, 0, 0, 4, 6, 6, 6, 6, 6, 3, 7, 7, 7, 7]
[2, 2, 2, 11, 3, 6, 6, 6, 6, 6, 4, 9, 9, 7, 7][2, 11, 11, 11, 3, 3, 1, 1, 1, 4, 4, 4, 9, 9, 7][2, 11, 0, 8, 8, 3, 3, 1, 10, 10, 4, 5, 9, 5, 7][0, 0, 0, 0, 8, 8, 8, 1, 10, 10, 10, 5, 5, 5, 7]
[2, 2, 2, 11, 3, 6, 6, 6, 6, 6, 4, 9, 9, 5, 5][2, 11, 11, 11, 3, 3, 1, 1, 1, 4, 4, 4, 9, 9, 5][2, 11, 0, 8, 8, 3, 3, 1, 10, 10, 4, 7, 9, 5, 5][0, 0, 0, 0, 8, 8, 8, 1, 10, 10, 10, 7, 7, 7, 7]
[2, 2, 2, 11, 3, 6, 6, 6, 6, 6, 9, 9, 4, 7, 7][2, 11, 11, 11, 3, 3, 1, 1, 1, 9, 9, 4, 4, 4, 7][2, 11, 0, 8, 8, 3, 3, 1, 10, 10, 9, 5, 4, 5, 7][0, 0, 0, 0, 8, 8, 8, 1, 10, 10, 10, 5, 5, 5, 7]
[2, 2, 2, 11, 3, 6, 6, 6, 6, 6, 9, 9, 4, 5, 5][2, 11, 11, 11, 3, 3, 1, 1, 1, 9, 9, 4, 4, 4, 5][2, 11, 0, 8, 8, 3, 3, 1, 10, 10, 9, 7, 4, 5, 5][0, 0, 0, 0, 8, 8, 8, 1, 10, 10, 10, 7, 7, 7, 7]
[2, 2, 2, 11, 9, 7, 7, 7, 7, 5, 5, 5, 1, 10, 10][2, 11, 11, 11, 9, 9, 9, 4, 7, 5, 3, 5, 1, 10, 10][2, 11, 0, 8, 8, 9, 4, 4, 4, 3, 3, 1, 1, 1, 10][0, 0, 0, 0, 8, 8, 8, 4, 3, 3, 6, 6, 6, 6, 6]
[2, 2, 2, 11, 9, 6, 6, 6, 6, 6, 8, 8, 4, 7, 7][2, 11, 11, 11, 9, 9, 3, 1, 8, 8, 8, 4, 4, 4, 7][2, 11, 0, 9, 9, 3, 3, 1, 10, 10, 10, 5, 4, 5, 7][0, 0, 0, 0, 3, 3, 1, 1, 1, 10, 10, 5, 5, 5, 7]
[2, 2, 2, 11, 9, 6, 6, 6, 6, 6, 8, 8, 4, 5, 5][2, 11, 11, 11, 9, 9, 3, 1, 8, 8, 8, 4, 4, 4, 5][2, 11, 0, 9, 9, 3, 3, 1, 10, 10, 10, 7, 4, 5, 5][0, 0, 0, 0, 3, 3, 1, 1, 1, 10, 10, 7, 7, 7, 7]
