[0, 6, 6, 6, 6, 6, 10, 10][0, 1, 1, 1, 11, 11, 10, 10][0, 0, 1, ' ', 11, 3, 3, 10][0, 9, 1, 11, 11, ' ', 3, 3][9, 9, ' ', 7, 7, 7, 7, 3][2, 9, 9, 7, ' ', 4, 5, 5][2, 8, 8, 8, 4, 4, 4, 5][2, 2, 2, 8, 8, 4, 5, 5]
[0, 6, 6, 6, 6, 6, 10, 10][0, 11, 11, 1, 1, 1, 10, 10][0, 0, 11, ' ', 1, 3, 3, 10][0, 9, 11, 11, 1, ' ', 3, 3][9, 9, ' ', 7, 7, 7, 7, 3][2, 9, 9, 7, ' ', 4, 5, 5][2, 8, 8, 8, 4, 4, 4, 5][2, 2, 2, 8, 8, 4, 5, 5]
[0, 7, 7, 7, 7, 5, 5, 5][0, 7, 2, 2, 2, 5, 4, 5][0, 0, 3, ' ', 2, 4, 4, 4][0, 8, 3, 3, 2, ' ', 4, 1][8, 8, ' ', 3, 3, 1, 1, 1][8, 11, 11, 9, ' ', 10, 10, 1][8, 11, 9, 9, 9, 10, 10, 10][11, 11, 9, 6, 6, 6, 6, 6]
[0, 7, 7, 7, 7, 5, 5, 5][0, 7, 11, 11, 8, 5, 4, 5][0, 0, 11, ' ', 8, 4, 4, 4][0, 11, 11, 8, 8, ' ', 4, 6][3, 3, ' ', 8, 1, 1, 1, 6][10, 3, 3, 9, ' ', 1, 2, 6][10, 10, 3, 9, 9, 1, 2, 6][10, 10, 9, 9, 2, 2, 2, 6]
[0, 7, 7, 7, 7, 5, 5, 5][0, 7, 11, 11, 8, 5, 4, 5][0, 0, 11, ' ', 8, 4, 4, 4][0, 11, 11, 8, 8, ' ', 4, 6][3, 3, ' ', 8, 2, 2, 2, 6][10, 3, 3, 1, ' ', 9, 2, 6][10, 10, 3, 1, 9, 9, 2, 6][10, 10, 1, 1, 1, 9, 9, 6]
[0, 7, 7, 7, 7, 5, 5, 5][0, 7, 11, 11, 8, 5, 4, 5][0, 0, 11, ' ', 8, 4, 4, 4][0, 11, 11, 8, 8, ' ', 4, 6][3, 3, ' ', 8, 2, 2, 2, 6][10, 3, 3, 9, ' ', 1, 2, 6][10, 10, 3, 9, 9, 1, 2, 6][10, 10, 9, 9, 1, 1, 1, 6]
[0, 7, 7, 7, 7, 5, 5, 5][0, 7, 11, 11, 8, 5, 4, 5][0, 0, 11, ' ', 8, 4, 4, 4][0, 11, 11, 8, 8, ' ', 4, 6][10, 10, ' ', 8, 1, 1, 1, 6][10, 10, 3, 9, ' ', 1, 2, 6][10, 3, 3, 9, 9, 1, 2, 6][3, 3, 9, 9, 2, 2, 2, 6]
[0, 7, 7, 7, 7, 5, 5, 5][0, 7, 11, 11, 8, 5, 4, 5][0, 0, 11, ' ', 8, 4, 4, 4][0, 11, 11, 8, 8, ' ', 4, 6][10, 10, ' ', 8, 2, 2, 2, 6][10, 10, 3, 1, ' ', 9, 2, 6][10, 3, 3, 1, 9, 9, 2, 6][3, 3, 1, 1, 1, 9, 9, 6]
[0, 7, 7, 7, 7, 5, 5, 5][0, 7, 11, 11, 8, 5, 4, 5][0, 0, 11, ' ', 8, 4, 4, 4][0, 11, 11, 8, 8, ' ', 4, 6][10, 10, ' ', 8, 2, 2, 2, 6][10, 10, 3, 9, ' ', 1, 2, 6][10, 3, 3, 9, 9, 1, 2, 6][3, 3, 9, 9, 1, 1, 1, 6]
[0, 7, 7, 7, 7, 10, 10, 10][0, 7, 2, 2, 2, 10, 10, 1][0, 0, 3, ' ', 2, 1, 1, 1][0, 8, 3, 3, 2, ' ', 4, 1][8, 8, ' ', 3, 3, 4, 4, 4][8, 11, 11, 9, ' ', 5, 4, 5][8, 11, 9, 9, 9, 5, 5, 5][11, 11, 9, 6, 6, 6, 6, 6]
[0, 9, 6, 6, 6, 6, 6, 1][0, 9, 9, 9, 2, 1, 1, 1][0, 0, 9, ' ', 2, 3, 3, 1][0, 8, 2, 2, 2, ' ', 3, 3][8, 8, ' ', 7, 7, 7, 7, 3][8, 11, 11, 7, ' ', 4, 5, 5][8, 11, 10, 10, 4, 4, 4, 5][11, 11, 10, 10, 10, 4, 5, 5]
[0, 9, 6, 6, 6, 6, 6, 1][0, 9, 9, 9, 7, 1, 1, 1][0, 0, 9, ' ', 7, 3, 3, 1][0, 8, 8, 8, 7, ' ', 3, 3][8, 8, ' ', 11, 7, 7, 4, 3][2, 11, 11, 11, ' ', 4, 4, 4][2, 11, 10, 10, 10, 5, 4, 5][2, 2, 2, 10, 10, 5, 5, 5]
[0, 9, 6, 6, 6, 6, 6, 11][0, 9, 9, 9, 2, 11, 11, 11][0, 0, 9, ' ', 2, 11, 10, 10][0, 8, 2, 2, 2, ' ', 10, 10][8, 8, ' ', 7, 7, 7, 7, 10][8, 1, 3, 7, ' ', 4, 5, 5][8, 1, 3, 3, 4, 4, 4, 5][1, 1, 1, 3, 3, 4, 5, 5]
