[8, 8, 8, 5, 4, 6, 6, 6, 6, 7][8, 5, 5, 5, 4, 4, 6, 7, 7, 7][8, 5, 2, 2, 4, 4, 3, 3, 10, 7][2, 2, 2, 1, 9, 3, 3, 10, 10, 10][1, 1, 1, 1, 9, 9, 3, 11, 10, 11][0, 0, 0, 0, 0, 9, 9, 11, 11, 11]
[8, 8, 8, 5, 4, 6, 6, 6, 6, 7][8, 5, 5, 5, 4, 4, 6, 7, 7, 7][8, 5, 2, 2, 4, 4, 10, 3, 3, 7][2, 2, 2, 1, 9, 10, 10, 10, 3, 3][1, 1, 1, 1, 9, 9, 10, 11, 3, 11][0, 0, 0, 0, 0, 9, 9, 11, 11, 11]
[8, 8, 8, 5, 11, 11, 10, 7, 7, 7][8, 5, 5, 5, 11, 10, 10, 10, 7, 6][8, 5, 2, 2, 11, 11, 10, 3, 7, 6][2, 2, 2, 1, 9, 3, 3, 3, 6, 6][1, 1, 1, 1, 9, 9, 3, 4, 4, 6][0, 0, 0, 0, 0, 9, 9, 4, 4, 4]
[8, 8, 8, 5, 11, 11, 3, 7, 7, 7][8, 5, 5, 5, 11, 3, 3, 3, 7, 6][8, 5, 2, 2, 11, 11, 10, 3, 7, 6][2, 2, 2, 1, 9, 10, 10, 10, 6, 6][1, 1, 1, 1, 9, 9, 10, 4, 4, 6][0, 0, 0, 0, 0, 9, 9, 4, 4, 4]
[7, 6, 6, 6, 6, 2, 2, 2, 11, 11][7, 7, 7, 6, 10, 9, 9, 2, 2, 11][7, 4, 4, 10, 10, 10, 9, 9, 11, 11][4, 4, 4, 1, 10, 3, 3, 9, 5, 8][1, 1, 1, 1, 3, 3, 5, 5, 5, 8][0, 0, 0, 0, 0, 3, 5, 8, 8, 8]
[8, 8, 8, 2, 4, 6, 6, 6, 6, 7][8, 5, 5, 2, 4, 4, 6, 7, 7, 7][8, 5, 2, 2, 4, 4, 3, 3, 10, 7][5, 5, 2, 1, 9, 3, 3, 10, 10, 10][1, 1, 1, 1, 9, 9, 3, 11, 10, 11][0, 0, 0, 0, 0, 9, 9, 11, 11, 11]
[8, 8, 8, 2, 4, 6, 6, 6, 6, 7][8, 5, 5, 2, 4, 4, 6, 7, 7, 7][8, 5, 2, 2, 4, 4, 10, 3, 3, 7][5, 5, 2, 1, 9, 10, 10, 10, 3, 3][1, 1, 1, 1, 9, 9, 10, 11, 3, 11][0, 0, 0, 0, 0, 9, 9, 11, 11, 11]
[8, 8, 8, 2, 11, 11, 10, 7, 7, 7][8, 5, 5, 2, 11, 10, 10, 10, 7, 6][8, 5, 2, 2, 11, 11, 10, 3, 7, 6][5, 5, 2, 1, 9, 3, 3, 3, 6, 6][1, 1, 1, 1, 9, 9, 3, 4, 4, 6][0, 0, 0, 0, 0, 9, 9, 4, 4, 4]
[8, 8, 8, 2, 11, 11, 3, 7, 7, 7][8, 5, 5, 2, 11, 3, 3, 3, 7, 6][8, 5, 2, 2, 11, 11, 10, 3, 7, 6][5, 5, 2, 1, 9, 10, 10, 10, 6, 6][1, 1, 1, 1, 9, 9, 10, 4, 4, 6][0, 0, 0, 0, 0, 9, 9, 4, 4, 4]
[8, 8, 8, 9, 9, 6, 6, 6, 6, 7][8, 5, 5, 3, 9, 9, 6, 7, 7, 7][8, 5, 3, 3, 3, 9, 2, 2, 10, 7][5, 5, 3, 1, 2, 2, 2, 10, 10, 10][1, 1, 1, 1, 4, 4, 4, 11, 10, 11][0, 0, 0, 0, 0, 4, 4, 11, 11, 11]
[8, 8, 8, 9, 9, 11, 11, 4, 4, 4][8, 7, 9, 9, 3, 3, 11, 5, 4, 4][8, 7, 9, 3, 3, 11, 11, 5, 5, 5][7, 7, 7, 1, 3, 10, 2, 2, 2, 5][1, 1, 1, 1, 10, 10, 10, 6, 2, 2][0, 0, 0, 0, 0, 10, 6, 6, 6, 6]
[8, 8, 8, 9, 9, 10, 6, 6, 6, 6][8, 7, 9, 9, 10, 10, 10, 11, 6, 11][8, 7, 9, 3, 3, 10, 2, 11, 11, 11][7, 7, 7, 1, 3, 3, 2, 5, 5, 4][1, 1, 1, 1, 3, 2, 2, 5, 4, 4][0, 0, 0, 0, 0, 2, 5, 5, 4, 4]
[8, 8, 8, 9, 9, 10, 5, 5, 4, 4][8, 7, 9, 9, 10, 10, 10, 5, 4, 4][8, 7, 9, 3, 3, 10, 2, 5, 5, 4][7, 7, 7, 1, 3, 3, 2, 11, 11, 11][1, 1, 1, 1, 3, 2, 2, 11, 6, 11][0, 0, 0, 0, 0, 2, 6, 6, 6, 6]
