[' ', 0, 2, 2, 2, 5, 5, ' '][6, 0, 11, 11, 2, 5, 7, 7][6, 0, 0, 11, 2, 5, 5, 7][6, 0, 9, 11, 11, 1, 8, 7][6, 9, 9, 1, 1, 1, 8, 7][6, 4, 9, 9, 3, 1, 8, 8][4, 4, 4, 3, 3, 10, 10, 8][' ', 4, 3, 3, 10, 10, 10, ' ']
[' ', 0, 2, 2, 2, 5, 5, ' '][6, 0, 11, 11, 2, 5, 7, 7][6, 0, 0, 11, 2, 5, 5, 7][6, 0, 9, 11, 11, 8, 8, 7][6, 9, 9, 8, 8, 8, 10, 7][6, 4, 9, 9, 3, 1, 10, 10][4, 4, 4, 3, 3, 1, 10, 10][' ', 4, 3, 3, 1, 1, 1, ' ']
[' ', 0, 2, 2, 2, 7, 10, ' '][6, 0, 11, 11, 2, 7, 10, 10][6, 0, 0, 11, 2, 7, 10, 10][6, 0, 9, 11, 11, 7, 7, 1][6, 3, 9, 9, 9, 1, 1, 1][6, 3, 3, 9, 5, 5, 4, 1][8, 8, 3, 3, 5, 4, 4, 4][' ', 8, 8, 8, 5, 5, 4, ' ']
[' ', 0, 2, 2, 2, 7, 7, ' '][6, 0, 11, 11, 2, 7, 10, 10][6, 0, 0, 11, 2, 7, 10, 10][6, 0, 9, 11, 11, 7, 10, 1][6, 3, 9, 9, 9, 1, 1, 1][6, 3, 3, 9, 5, 5, 4, 1][8, 8, 3, 3, 5, 4, 4, 4][' ', 8, 8, 8, 5, 5, 4, ' ']
[' ', 0, 2, 2, 2, 10, 10, ' '][6, 0, 5, 5, 2, 10, 10, 10][6, 0, 0, 5, 2, 8, 7, 7][6, 0, 5, 5, 4, 8, 8, 7][6, 11, 11, 4, 4, 4, 8, 7][6, 11, 1, 3, 4, 9, 8, 7][11, 11, 1, 3, 3, 9, 9, 9][' ', 1, 1, 1, 3, 3, 9, ' ']
[' ', 0, 2, 2, 2, 10, 10, ' '][6, 0, 5, 5, 2, 10, 10, 7][6, 0, 0, 5, 2, 4, 10, 7][6, 0, 5, 5, 4, 4, 4, 7][6, 11, 11, 8, 8, 4, 7, 7][6, 11, 1, 3, 8, 8, 8, 9][11, 11, 1, 3, 3, 9, 9, 9][' ', 1, 1, 1, 3, 3, 9, ' ']
[' ', 0, 2, 2, 2, 10, 10, ' '][6, 0, 5, 5, 2, 10, 10, 7][6, 0, 0, 5, 2, 4, 10, 7][6, 0, 5, 5, 4, 4, 4, 7][6, 11, 11, 8, 8, 4, 7, 7][6, 11, 1, 9, 8, 8, 8, 3][11, 11, 1, 9, 9, 9, 3, 3][' ', 1, 1, 1, 9, 3, 3, ' ']
[' ', 0, 2, 2, 2, 10, 10, ' '][6, 0, 5, 5, 2, 10, 10, 7][6, 0, 0, 5, 2, 4, 10, 7][6, 0, 5, 5, 4, 4, 4, 7][6, 11, 11, 8, 9, 4, 7, 7][6, 11, 1, 8, 9, 9, 9, 3][11, 11, 1, 8, 8, 9, 3, 3][' ', 1, 1, 1, 8, 3, 3, ' ']
[' ', 0, 2, 2, 2, 10, 10, ' '][6, 0, 5, 5, 2, 10, 10, 7][6, 0, 0, 5, 2, 9, 10, 7][6, 0, 5, 5, 9, 9, 9, 7][6, 11, 11, 8, 9, 4, 7, 7][6, 11, 1, 8, 4, 4, 4, 3][11, 11, 1, 8, 8, 4, 3, 3][' ', 1, 1, 1, 8, 3, 3, ' ']
[' ', 0, 5, 5, 5, 3, 3, ' '][6, 0, 5, 1, 5, 4, 3, 3][6, 0, 0, 1, 4, 4, 4, 3][6, 0, 1, 1, 1, 4, 7, 7][6, 10, 10, 10, 2, 2, 2, 7][6, 10, 10, 9, 11, 11, 2, 7][8, 8, 9, 9, 9, 11, 2, 7][' ', 8, 8, 8, 9, 11, 11, ' ']
[' ', 0, 5, 5, 5, 3, 3, ' '][6, 0, 5, 8, 5, 4, 3, 3][6, 0, 0, 8, 4, 4, 4, 3][6, 0, 9, 8, 8, 4, 7, 7][6, 9, 9, 9, 8, 11, 11, 7][6, 9, 1, 1, 1, 11, 2, 7][10, 10, 10, 1, 11, 11, 2, 7][' ', 10, 10, 1, 2, 2, 2, ' ']
[' ', 0, 5, 5, 5, 3, 3, ' '][7, 0, 5, 1, 5, 4, 3, 3][7, 0, 0, 1, 4, 4, 4, 3][7, 0, 1, 1, 1, 4, 9, 9][7, 7, 11, 2, 10, 9, 9, 8][11, 11, 11, 2, 10, 10, 9, 8][11, 2, 2, 2, 10, 10, 8, 8][' ', 6, 6, 6, 6, 6, 8, ' ']
[' ', 0, 5, 5, 5, 8, 10, ' '][6, 0, 5, 7, 5, 8, 10, 10][6, 0, 0, 7, 8, 8, 10, 10][6, 0, 9, 7, 8, 2, 2, 2][6, 9, 9, 7, 7, 11, 11, 2][6, 4, 9, 9, 3, 1, 11, 2][4, 4, 4, 3, 3, 1, 11, 11][' ', 4, 3, 3, 1, 1, 1, ' ']
