[0, 0, 1, 2, 2, 3, 3, 3][0, 0, 1, 1, 2, 2, 6, 3][5, 4, 1, 4, 6, 6, 6, 7][5, 4, 4, 4, 6, 7, 7, 7][5, 5, 5, 10, 9, 12, 7, 12][10, 10, 10, 10, 9, 12, 12, 12][11, 11, 11, 9, 9, 12, 8, 12][11, 11, 11, 9, 8, 8, 8, 8]
[0, 0, 1, 2, 2, 3, 3, 3][0, 0, 1, 1, 2, 2, 7, 3][5, 4, 1, 4, 6, 7, 7, 7][5, 4, 4, 4, 6, 6, 6, 7][5, 5, 5, 10, 9, 12, 6, 12][10, 10, 10, 10, 9, 12, 12, 12][11, 11, 11, 9, 9, 12, 8, 12][11, 11, 11, 9, 8, 8, 8, 8]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 3, 5][11, 11, 1, 6, 3, 3, 3, 5][11, 11, 9, 6, 6, 6, 10, 10][11, 11, 9, 9, 12, 6, 12, 10][4, 4, 7, 9, 12, 12, 12, 10][4, 7, 7, 9, 12, 8, 12, 10][4, 4, 7, 7, 8, 8, 8, 8]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 6, 5][10, 12, 1, 12, 6, 6, 6, 5][10, 12, 12, 12, 6, 3, 3, 3][10, 12, 9, 12, 4, 4, 7, 3][10, 10, 9, 9, 4, 7, 7, 7][11, 11, 11, 9, 4, 4, 8, 7][11, 11, 11, 9, 8, 8, 8, 8]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 6, 5][10, 12, 1, 12, 6, 6, 6, 5][10, 12, 12, 12, 6, 3, 3, 3][10, 12, 9, 12, 8, 7, 7, 3][10, 10, 9, 9, 8, 8, 7, 7][11, 11, 11, 9, 8, 4, 7, 4][11, 11, 11, 9, 8, 4, 4, 4]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 6, 5][10, 12, 1, 12, 6, 6, 6, 5][10, 12, 12, 12, 6, 4, 4, 4][10, 12, 9, 12, 3, 4, 7, 4][10, 10, 9, 9, 3, 7, 7, 7][11, 11, 11, 9, 3, 3, 8, 7][11, 11, 11, 9, 8, 8, 8, 8]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 6, 5][10, 12, 1, 12, 6, 6, 6, 5][10, 12, 12, 12, 6, 4, 4, 4][10, 12, 9, 12, 8, 4, 7, 4][10, 10, 9, 9, 8, 8, 7, 7][11, 11, 11, 9, 8, 7, 7, 3][11, 11, 11, 9, 8, 3, 3, 3]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 6, 5][10, 12, 1, 12, 6, 6, 6, 5][10, 12, 12, 12, 6, 11, 11, 11][10, 12, 7, 12, 9, 11, 11, 11][10, 10, 7, 7, 9, 4, 4, 4][3, 7, 7, 9, 9, 4, 8, 4][3, 3, 3, 9, 8, 8, 8, 8]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 7, 5][3, 3, 1, 9, 9, 7, 7, 5][3, 9, 9, 9, 6, 6, 7, 7][3, 12, 12, 12, 6, 11, 11, 10][4, 4, 12, 6, 6, 11, 11, 10][4, 12, 12, 12, 8, 11, 11, 10][4, 4, 8, 8, 8, 8, 10, 10]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 7, 5][10, 12, 1, 12, 8, 7, 7, 5][10, 12, 12, 12, 8, 8, 7, 7][10, 12, 9, 12, 8, 4, 4, 4][10, 10, 9, 9, 8, 4, 6, 4][11, 11, 11, 9, 6, 6, 6, 3][11, 11, 11, 9, 6, 3, 3, 3]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 8, 5][3, 7, 1, 12, 12, 12, 8, 5][3, 7, 7, 7, 12, 8, 8, 9][3, 3, 7, 12, 12, 12, 8, 9][10, 10, 10, 10, 6, 6, 9, 9][11, 11, 11, 10, 6, 4, 9, 4][11, 11, 11, 6, 6, 4, 4, 4]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 8, 5][10, 10, 1, 12, 12, 12, 8, 5][10, 3, 3, 3, 12, 8, 8, 9][10, 3, 7, 12, 12, 12, 8, 9][10, 7, 7, 7, 6, 6, 9, 9][11, 11, 11, 7, 6, 4, 9, 4][11, 11, 11, 6, 6, 4, 4, 4]
[0, 0, 1, 2, 2, 5, 5, 5][0, 0, 1, 1, 2, 2, 8, 5][10, 12, 1, 12, 11, 11, 8, 5][10, 12, 12, 12, 11, 11, 8, 8][10, 12, 6, 12, 11, 11, 8, 7][10, 10, 6, 6, 6, 7, 7, 7][3, 9, 9, 9, 6, 4, 7, 4][3, 3, 3, 9, 9, 4, 4, 4]
